,0,1,2,3,Aditivo,Beneficiário,CNPJ Beneficiário,Categoria do convênio,Contrapartida (R$),Convênio,Data da publicação,Data da situação,Entidade,Filtros utilizados para elaboração da consulta,Motivo,Não há documentos vinculados para este convênio.,Objeto,Período de vigência final,Repasse (R$),Selecione o formato que deseja exportar,Situação,Tipo de convênio,Total (R$),Total conveniado no período para a entidade,Vigência,Órgão concedente,EXECUÇÃO DO PROJETO ESCOTISMO,cooperação entre as partes para a execução do projeto Escotismo,Ano,Concedido (R$),Conta,Mês,Recebido (R$)
10,,,,,,,,,,"Situação:  Finalizado  Situação:  Finalizado  Data da situação:  31/12/2020  Órgão concedente:  MUNICÍPIO DE CONGONHAS  Beneficiário:  ASSOCIAÇÃO COMUNITÁRIA BENEFICENTE DE CLÁUDIO - MG  CNPJ Beneficiário:  02.038.812/0001-51  Data da publicação:  30/08/2019  Repasse (R$):  120.000,00 Contrapartida (R$):  0,00  Objeto:  ACOLHIMENTO E O AMPARO INSTITUCIONAL DE ATÉ 05 IDOSOS.  Aditivo:  2TA TC03/2019  Vigência:  03/01/2022 à 31/12/2022  Tipo de convênio:  Outros  Total (R$):  90.000,00  Motivo:  Prazo/Valor  Situação:  Em andamento  Data da situação: Órgão concedente:  PREFEITURA DE CONGONHAS  Beneficiário:  ASSCOBEC  CNPJ Beneficiário:  02.038.812/0001-51  Data da publicação:  01/10/2202  Repasse (R$):  90.000,00 Contrapartida (R$):  0,00  Objeto:  PRORROGAÇÃO DA VIGÊNCIA E REPASSE DE VALOR  Aditivo:  TA02 TC 03/2019  Vigência:  03/01/2022 à 31/12/2022  Tipo de convênio:  Outros  Total (R$):  90.000,00  Motivo:  Prazo/Valor  Situação:  Em andamento  Data da situação: Órgão concedente:  PREFEITURA DE CONGONHAS  Beneficiário:  ASSCOBEC  CNPJ Beneficiário:  02.038.812/0001-51  Data da publicação:  01/02/2022  Repasse (R$):  90.000,00 Contrapartida (R$):  0,00  Objeto:  PRORROGAÇÃO DA VIGENCIA E REPASSE DE VALOR",,,,,,,,,,,,"Situação:  Finalizado  Situação:  Finalizado  Data da situação:  31/12/2020  Órgão concedente:  MUNICÍPIO DE CONGONHAS  Beneficiário:  ASSOCIAÇÃO COMUNITÁRIA BENEFICENTE DE CLÁUDIO - MG  CNPJ Beneficiário:  02.038.812/0001-51  Data da publicação:  30/08/2019  Repasse (R$):  120.000,00 Contrapartida (R$):  0,00  Objeto:  ACOLHIMENTO E O AMPARO INSTITUCIONAL DE ATÉ 05 IDOSOS.  Aditivo:  2TA TC03/2019  Vigência:  03/01/2022 à 31/12/2022  Tipo de convênio:  Outros  Total (R$):  90.000,00  Motivo:  Prazo/Valor  Situação:  Em andamento  Data da situação: Órgão concedente:  PREFEITURA DE CONGONHAS  Beneficiário:  ASSCOBEC  CNPJ Beneficiário:  02.038.812/0001-51  Data da publicação:  01/10/2202  Repasse (R$):  90.000,00 Contrapartida (R$):  0,00  Objeto:  PRORROGAÇÃO DA VIGÊNCIA E REPASSE DE VALOR  Aditivo:  TA02 TC 03/2019  Vigência:  03/01/2022 à 31/12/2022  Tipo de convênio:  Outros  Total (R$):  90.000,00  Motivo:  Prazo/Valor  Situação:  Em andamento  Data da situação: Órgão concedente:  PREFEITURA DE CONGONHAS  Beneficiário:  ASSCOBEC  CNPJ Beneficiário:  02.038.812/0001-51  Data da publicação:  01/02/2022  Repasse (R$):  90.000,00 Contrapartida (R$):  0,00  Objeto:  PRORROGAÇÃO DA VIGENCIA E REPASSE DE VALOR","Situação:  Finalizado  Situação:  Finalizado  Data da situação:  31/12/2020  Órgão concedente:  MUNICÍPIO DE CONGONHAS  Beneficiário:  ASSOCIAÇÃO COMUNITÁRIA BENEFICENTE DE CLÁUDIO - MG  CNPJ Beneficiário:  02.038.812/0001-51  Data da publicação:  30/08/2019  Repasse (R$):  120.000,00 Contrapartida (R$):  0,00  Objeto:  ACOLHIMENTO E O AMPARO INSTITUCIONAL DE ATÉ 05 IDOSOS.  Aditivo:  2TA TC03/2019  Vigência:  03/01/2022 à 31/12/2022  Tipo de convênio:  Outros  Total (R$):  90.000,00  Motivo:  Prazo/Valor  Situação:  Em andamento  Data da situação: Órgão concedente:  PREFEITURA DE CONGONHAS  Beneficiário:  ASSCOBEC  CNPJ Beneficiário:  02.038.812/0001-51  Data da publicação:  01/10/2202  Repasse (R$):  90.000,00 Contrapartida (R$):  0,00  Objeto:  PRORROGAÇÃO DA VIGÊNCIA E REPASSE DE VALOR  Aditivo:  TA02 TC 03/2019  Vigência:  03/01/2022 à 31/12/2022  Tipo de convênio:  Outros  Total (R$):  90.000,00  Motivo:  Prazo/Valor  Situação:  Em andamento  Data da situação: Órgão concedente:  PREFEITURA DE CONGONHAS  Beneficiário:  ASSCOBEC  CNPJ Beneficiário:  02.038.812/0001-51  Data da publicação:  01/02/2022  Repasse (R$):  90.000,00 Contrapartida (R$):  0,00  Objeto:  PRORROGAÇÃO DA VIGENCIA E REPASSE DE VALOR",,"Situação:  Finalizado  Situação:  Finalizado  Data da situação:  31/12/2020  Órgão concedente:  MUNICÍPIO DE CONGONHAS  Beneficiário:  ASSOCIAÇÃO COMUNITÁRIA BENEFICENTE DE CLÁUDIO - MG  CNPJ Beneficiário:  02.038.812/0001-51  Data da publicação:  30/08/2019  Repasse (R$):  120.000,00 Contrapartida (R$):  0,00  Objeto:  ACOLHIMENTO E O AMPARO INSTITUCIONAL DE ATÉ 05 IDOSOS.  Aditivo:  2TA TC03/2019  Vigência:  03/01/2022 à 31/12/2022  Tipo de convênio:  Outros  Total (R$):  90.000,00  Motivo:  Prazo/Valor  Situação:  Em andamento  Data da situação: Órgão concedente:  PREFEITURA DE CONGONHAS  Beneficiário:  ASSCOBEC  CNPJ Beneficiário:  02.038.812/0001-51  Data da publicação:  01/10/2202  Repasse (R$):  90.000,00 Contrapartida (R$):  0,00  Objeto:  PRORROGAÇÃO DA VIGÊNCIA E REPASSE DE VALOR  Aditivo:  TA02 TC 03/2019  Vigência:  03/01/2022 à 31/12/2022  Tipo de convênio:  Outros  Total (R$):  90.000,00  Motivo:  Prazo/Valor  Situação:  Em andamento  Data da situação: Órgão concedente:  PREFEITURA DE CONGONHAS  Beneficiário:  ASSCOBEC  CNPJ Beneficiário:  02.038.812/0001-51  Data da publicação:  01/02/2022  Repasse (R$):  90.000,00 Contrapartida (R$):  0,00  Objeto:  PRORROGAÇÃO DA VIGENCIA E REPASSE DE VALOR",,,,,,,,
11,,,,,,,,,,TC 06/2018,,,,,,,,,,,,Outros,"363.022,00",,02/05/2018 à 30/11/2018,,,,,,,,
12,,,,,,,,,,"Situação:  Finalizado  Situação:  Finalizado  Data da situação:  31/12/2020  Órgão concedente:  PREFEITURA MUNICIPAL DE CONGONHAS  Beneficiário:  ACART  CNPJ Beneficiário:  07.563.501/0001-25  Data da publicação:  09/11/2018  Repasse (R$):  363.022,00 Contrapartida (R$):  0,00  Objeto:  APRIMORAMENTO INTELECTUAL DOS ALUNOS DA EDUCAÇÃO BÁSICA POR MEIO DA ARTE  Aditivo:  TA06 TC 06/2018  Vigência:  01/03/2022 à 31/12/2022  Tipo de convênio:  Outros  Total (R$):  682.398,52  Motivo:  Prazo/Valor  Situação:  Em andamento  Data da situação: Órgão concedente:  PREFEITURA DE CONGONHAS  Beneficiário:  ACART  CNPJ Beneficiário:  07.563.501/0001-25  Data da publicação:  22/03/2022  Repasse (R$):  682.398,52 Contrapartida (R$):  0,00  Objeto:  prorrogação da vigência e repasse de valor.",,,,,,,,,,,,"Situação:  Finalizado  Situação:  Finalizado  Data da situação:  31/12/2020  Órgão concedente:  PREFEITURA MUNICIPAL DE CONGONHAS  Beneficiário:  ACART  CNPJ Beneficiário:  07.563.501/0001-25  Data da publicação:  09/11/2018  Repasse (R$):  363.022,00 Contrapartida (R$):  0,00  Objeto:  APRIMORAMENTO INTELECTUAL DOS ALUNOS DA EDUCAÇÃO BÁSICA POR MEIO DA ARTE  Aditivo:  TA06 TC 06/2018  Vigência:  01/03/2022 à 31/12/2022  Tipo de convênio:  Outros  Total (R$):  682.398,52  Motivo:  Prazo/Valor  Situação:  Em andamento  Data da situação: Órgão concedente:  PREFEITURA DE CONGONHAS  Beneficiário:  ACART  CNPJ Beneficiário:  07.563.501/0001-25  Data da publicação:  22/03/2022  Repasse (R$):  682.398,52 Contrapartida (R$):  0,00  Objeto:  prorrogação da vigência e repasse de valor.","Situação:  Finalizado  Situação:  Finalizado  Data da situação:  31/12/2020  Órgão concedente:  PREFEITURA MUNICIPAL DE CONGONHAS  Beneficiário:  ACART  CNPJ Beneficiário:  07.563.501/0001-25  Data da publicação:  09/11/2018  Repasse (R$):  363.022,00 Contrapartida (R$):  0,00  Objeto:  APRIMORAMENTO INTELECTUAL DOS ALUNOS DA EDUCAÇÃO BÁSICA POR MEIO DA ARTE  Aditivo:  TA06 TC 06/2018  Vigência:  01/03/2022 à 31/12/2022  Tipo de convênio:  Outros  Total (R$):  682.398,52  Motivo:  Prazo/Valor  Situação:  Em andamento  Data da situação: Órgão concedente:  PREFEITURA DE CONGONHAS  Beneficiário:  ACART  CNPJ Beneficiário:  07.563.501/0001-25  Data da publicação:  22/03/2022  Repasse (R$):  682.398,52 Contrapartida (R$):  0,00  Objeto:  prorrogação da vigência e repasse de valor.",,"Situação:  Finalizado  Situação:  Finalizado  Data da situação:  31/12/2020  Órgão concedente:  PREFEITURA MUNICIPAL DE CONGONHAS  Beneficiário:  ACART  CNPJ Beneficiário:  07.563.501/0001-25  Data da publicação:  09/11/2018  Repasse (R$):  363.022,00 Contrapartida (R$):  0,00  Objeto:  APRIMORAMENTO INTELECTUAL DOS ALUNOS DA EDUCAÇÃO BÁSICA POR MEIO DA ARTE  Aditivo:  TA06 TC 06/2018  Vigência:  01/03/2022 à 31/12/2022  Tipo de convênio:  Outros  Total (R$):  682.398,52  Motivo:  Prazo/Valor  Situação:  Em andamento  Data da situação: Órgão concedente:  PREFEITURA DE CONGONHAS  Beneficiário:  ACART  CNPJ Beneficiário:  07.563.501/0001-25  Data da publicação:  22/03/2022  Repasse (R$):  682.398,52 Contrapartida (R$):  0,00  Objeto:  prorrogação da vigência e repasse de valor.",,,,,,,,
13,,,,,,,,,,TF 01/2021,,,,,,,,,,,,Outros,"2.187.438,00",,22/02/2021 à 31/12/2021,,,,,,,,
14,,,,,,,,,,"Situação:  Finalizado  Situação:  Finalizado  Data da situação:  31/12/2021  Órgão concedente:  MUNICIPIO DE CONGONHAS  Beneficiário:  APAE  CNPJ Beneficiário:  21.089.438/0001-68  Data da publicação:  22/02/2021  Repasse (R$):  2.187.438,00 Contrapartida (R$):  0,00  Objeto:  possibilitar o desenvolvimento potencial da Pessoa com Deficiência, melhorando sua qualidade de vida, defendendo e garantindo os seus direitos, tendo como foco o fortalecimento do movimento social destes e, especificamente, o atendimento de 257 (duzentos e cinquenta e sete) alunos com necessidades especiais (déficit intelectual e ou múltiplo, além de autistas).  Aditivo:  TA-2 TF 001/2021  Vigência:  31/01/2022 à 31/12/2022  Tipo de convênio:  Outros  Total (R$):  2.619.106,38  Motivo:  Prazo/Valor  Situação:  Em andamento  Data da situação: Órgão concedente:  PREFEITURA DE CONGONHAS  Beneficiário:  ASSOCIAÇÃO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE CO  CNPJ Beneficiário:  21.089.438/0001-68  Data da publicação:  31/01/2022  Repasse (R$):  2.619.106,38 Contrapartida (R$):  0,00  Objeto:  prorrogação da vigência até 31 de dezembro 2022, repasse dos valores mensais, troca de gestor e de Comissão de Monitoramento e Avaliação, mantendo as demais cláusulas inalteradas.",,,,,,,,,,,,"Situação:  Finalizado  Situação:  Finalizado  Data da situação:  31/12/2021  Órgão concedente:  MUNICIPIO DE CONGONHAS  Beneficiário:  APAE  CNPJ Beneficiário:  21.089.438/0001-68  Data da publicação:  22/02/2021  Repasse (R$):  2.187.438,00 Contrapartida (R$):  0,00  Objeto:  possibilitar o desenvolvimento potencial da Pessoa com Deficiência, melhorando sua qualidade de vida, defendendo e garantindo os seus direitos, tendo como foco o fortalecimento do movimento social destes e, especificamente, o atendimento de 257 (duzentos e cinquenta e sete) alunos com necessidades especiais (déficit intelectual e ou múltiplo, além de autistas).  Aditivo:  TA-2 TF 001/2021  Vigência:  31/01/2022 à 31/12/2022  Tipo de convênio:  Outros  Total (R$):  2.619.106,38  Motivo:  Prazo/Valor  Situação:  Em andamento  Data da situação: Órgão concedente:  PREFEITURA DE CONGONHAS  Beneficiário:  ASSOCIAÇÃO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE CO  CNPJ Beneficiário:  21.089.438/0001-68  Data da publicação:  31/01/2022  Repasse (R$):  2.619.106,38 Contrapartida (R$):  0,00  Objeto:  prorrogação da vigência até 31 de dezembro 2022, repasse dos valores mensais, troca de gestor e de Comissão de Monitoramento e Avaliação, mantendo as demais cláusulas inalteradas.","Situação:  Finalizado  Situação:  Finalizado  Data da situação:  31/12/2021  Órgão concedente:  MUNICIPIO DE CONGONHAS  Beneficiário:  APAE  CNPJ Beneficiário:  21.089.438/0001-68  Data da publicação:  22/02/2021  Repasse (R$):  2.187.438,00 Contrapartida (R$):  0,00  Objeto:  possibilitar o desenvolvimento potencial da Pessoa com Deficiência, melhorando sua qualidade de vida, defendendo e garantindo os seus direitos, tendo como foco o fortalecimento do movimento social destes e, especificamente, o atendimento de 257 (duzentos e cinquenta e sete) alunos com necessidades especiais (déficit intelectual e ou múltiplo, além de autistas).  Aditivo:  TA-2 TF 001/2021  Vigência:  31/01/2022 à 31/12/2022  Tipo de convênio:  Outros  Total (R$):  2.619.106,38  Motivo:  Prazo/Valor  Situação:  Em andamento  Data da situação: Órgão concedente:  PREFEITURA DE CONGONHAS  Beneficiário:  ASSOCIAÇÃO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE CO  CNPJ Beneficiário:  21.089.438/0001-68  Data da publicação:  31/01/2022  Repasse (R$):  2.619.106,38 Contrapartida (R$):  0,00  Objeto:  prorrogação da vigência até 31 de dezembro 2022, repasse dos valores mensais, troca de gestor e de Comissão de Monitoramento e Avaliação, mantendo as demais cláusulas inalteradas.",,"Situação:  Finalizado  Situação:  Finalizado  Data da situação:  31/12/2021  Órgão concedente:  MUNICIPIO DE CONGONHAS  Beneficiário:  APAE  CNPJ Beneficiário:  21.089.438/0001-68  Data da publicação:  22/02/2021  Repasse (R$):  2.187.438,00 Contrapartida (R$):  0,00  Objeto:  possibilitar o desenvolvimento potencial da Pessoa com Deficiência, melhorando sua qualidade de vida, defendendo e garantindo os seus direitos, tendo como foco o fortalecimento do movimento social destes e, especificamente, o atendimento de 257 (duzentos e cinquenta e sete) alunos com necessidades especiais (déficit intelectual e ou múltiplo, além de autistas).  Aditivo:  TA-2 TF 001/2021  Vigência:  31/01/2022 à 31/12/2022  Tipo de convênio:  Outros  Total (R$):  2.619.106,38  Motivo:  Prazo/Valor  Situação:  Em andamento  Data da situação: Órgão concedente:  PREFEITURA DE CONGONHAS  Beneficiário:  ASSOCIAÇÃO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE CO  CNPJ Beneficiário:  21.089.438/0001-68  Data da publicação:  31/01/2022  Repasse (R$):  2.619.106,38 Contrapartida (R$):  0,00  Objeto:  prorrogação da vigência até 31 de dezembro 2022, repasse dos valores mensais, troca de gestor e de Comissão de Monitoramento e Avaliação, mantendo as demais cláusulas inalteradas.",,,,,,,,
15,,,,,,,,,,TF 02/2021,,,,,,,,,,,,Outros,"84.000,00",,18/10/2021 à 30/09/2022,,,,,,,,
16,,,,,,,,,,"Situação:  Em andamento  Situação:  Em andamento  Data da situação: Órgão concedente:  MUNICÍPIO DE CONGONHAS  Beneficiário:  LIGA CONGONHENSE DE DESPOSTOS  CNPJ Beneficiário:  18.382.200/0001-11  Data da publicação:  18/10/2021  Repasse (R$):  84.000,00 Contrapartida (R$):  0,00  Objeto:  cooperação mútua entre o CONCEDENTE e a PROPONENTE, visando a disponibilização de atividades esportivas diversas por meio da organização e execução de campeonatos de futebol de campo em diversas categorias.  Aditivo:  TA01 TF 02/2021  Vigência:  29/06/2022 à 31/12/2022  Tipo de convênio:  Outros  Total (R$):  110.040,00  Motivo:  Prazo/Valor  Situação:  Em andamento  Data da situação: Órgão concedente:  PREFEITURA DE CONGONHAS  Beneficiário:  LIGA CONGONHENSE DE DESPORTOS - LCD.  CNPJ Beneficiário:  18.382.200/0001-11  Data da publicação:  30/06/2022  Repasse (R$):  110.040,00 Contrapartida (R$):  0,00  Objeto:  prorrogação do Termo e a adequação do Plano de Trabalho",,,,,,,,,,,,"Situação:  Em andamento  Situação:  Em andamento  Data da situação: Órgão concedente:  MUNICÍPIO DE CONGONHAS  Beneficiário:  LIGA CONGONHENSE DE DESPOSTOS  CNPJ Beneficiário:  18.382.200/0001-11  Data da publicação:  18/10/2021  Repasse (R$):  84.000,00 Contrapartida (R$):  0,00  Objeto:  cooperação mútua entre o CONCEDENTE e a PROPONENTE, visando a disponibilização de atividades esportivas diversas por meio da organização e execução de campeonatos de futebol de campo em diversas categorias.  Aditivo:  TA01 TF 02/2021  Vigência:  29/06/2022 à 31/12/2022  Tipo de convênio:  Outros  Total (R$):  110.040,00  Motivo:  Prazo/Valor  Situação:  Em andamento  Data da situação: Órgão concedente:  PREFEITURA DE CONGONHAS  Beneficiário:  LIGA CONGONHENSE DE DESPORTOS - LCD.  CNPJ Beneficiário:  18.382.200/0001-11  Data da publicação:  30/06/2022  Repasse (R$):  110.040,00 Contrapartida (R$):  0,00  Objeto:  prorrogação do Termo e a adequação do Plano de Trabalho","Situação:  Em andamento  Situação:  Em andamento  Data da situação: Órgão concedente:  MUNICÍPIO DE CONGONHAS  Beneficiário:  LIGA CONGONHENSE DE DESPOSTOS  CNPJ Beneficiário:  18.382.200/0001-11  Data da publicação:  18/10/2021  Repasse (R$):  84.000,00 Contrapartida (R$):  0,00  Objeto:  cooperação mútua entre o CONCEDENTE e a PROPONENTE, visando a disponibilização de atividades esportivas diversas por meio da organização e execução de campeonatos de futebol de campo em diversas categorias.  Aditivo:  TA01 TF 02/2021  Vigência:  29/06/2022 à 31/12/2022  Tipo de convênio:  Outros  Total (R$):  110.040,00  Motivo:  Prazo/Valor  Situação:  Em andamento  Data da situação: Órgão concedente:  PREFEITURA DE CONGONHAS  Beneficiário:  LIGA CONGONHENSE DE DESPORTOS - LCD.  CNPJ Beneficiário:  18.382.200/0001-11  Data da publicação:  30/06/2022  Repasse (R$):  110.040,00 Contrapartida (R$):  0,00  Objeto:  prorrogação do Termo e a adequação do Plano de Trabalho",,"Situação:  Em andamento  Situação:  Em andamento  Data da situação: Órgão concedente:  MUNICÍPIO DE CONGONHAS  Beneficiário:  LIGA CONGONHENSE DE DESPOSTOS  CNPJ Beneficiário:  18.382.200/0001-11  Data da publicação:  18/10/2021  Repasse (R$):  84.000,00 Contrapartida (R$):  0,00  Objeto:  cooperação mútua entre o CONCEDENTE e a PROPONENTE, visando a disponibilização de atividades esportivas diversas por meio da organização e execução de campeonatos de futebol de campo em diversas categorias.  Aditivo:  TA01 TF 02/2021  Vigência:  29/06/2022 à 31/12/2022  Tipo de convênio:  Outros  Total (R$):  110.040,00  Motivo:  Prazo/Valor  Situação:  Em andamento  Data da situação: Órgão concedente:  PREFEITURA DE CONGONHAS  Beneficiário:  LIGA CONGONHENSE DE DESPORTOS - LCD.  CNPJ Beneficiário:  18.382.200/0001-11  Data da publicação:  30/06/2022  Repasse (R$):  110.040,00 Contrapartida (R$):  0,00  Objeto:  prorrogação do Termo e a adequação do Plano de Trabalho",,,,,,,,
17,,,,,,,,,,TF 03/2021,,,,,,,,,,,,Outros,"597.995,79",,28/10/2021 à 27/10/2022,,,,,,,,
18,,,,,,,,,,"Situação:  Em andamento  Situação:  Em andamento  Data da situação: Órgão concedente:  MUNICÍPIO DE CONGONHAS  Beneficiário:  PARC  CNPJ Beneficiário:  07.766.906/0001-60  Data da publicação:  28/10/2021  Repasse (R$):  597.995,79 Contrapartida (R$):  0,00  Objeto:  O presente Termo de Fomento tem como escopo o resgate para tratamento e castração de animais de rua do município de Congonhas.  Não existem aditivos vinculados ao convênio.",,,,,,,,,,,,"Situação:  Em andamento  Situação:  Em andamento  Data da situação: Órgão concedente:  MUNICÍPIO DE CONGONHAS  Beneficiário:  PARC  CNPJ Beneficiário:  07.766.906/0001-60  Data da publicação:  28/10/2021  Repasse (R$):  597.995,79 Contrapartida (R$):  0,00  Objeto:  O presente Termo de Fomento tem como escopo o resgate para tratamento e castração de animais de rua do município de Congonhas.  Não existem aditivos vinculados ao convênio.","Situação:  Em andamento  Situação:  Em andamento  Data da situação: Órgão concedente:  MUNICÍPIO DE CONGONHAS  Beneficiário:  PARC  CNPJ Beneficiário:  07.766.906/0001-60  Data da publicação:  28/10/2021  Repasse (R$):  597.995,79 Contrapartida (R$):  0,00  Objeto:  O presente Termo de Fomento tem como escopo o resgate para tratamento e castração de animais de rua do município de Congonhas.  Não existem aditivos vinculados ao convênio.",,"Situação:  Em andamento  Situação:  Em andamento  Data da situação: Órgão concedente:  MUNICÍPIO DE CONGONHAS  Beneficiário:  PARC  CNPJ Beneficiário:  07.766.906/0001-60  Data da publicação:  28/10/2021  Repasse (R$):  597.995,79 Contrapartida (R$):  0,00  Objeto:  O presente Termo de Fomento tem como escopo o resgate para tratamento e castração de animais de rua do município de Congonhas.  Não existem aditivos vinculados ao convênio.",,,,,,,,
19,,,,,,,,,,TF 12/2017,,,,,,,,,,,,Outros,"141.600,00",,02/10/2017 à 30/09/2018,,,,,,,,
20,,,,,,,,,,"Situação:  Finalizado  Situação:  Finalizado  Data da situação:  31/12/2020  Órgão concedente:  PREFEITURA MUNICIPAL DE CONGONHAS  Beneficiário:  ASSOCIAÇÃO CULTURAL CANTO LIVRE  CNPJ Beneficiário:  03.074.602/0001-81  Data da publicação:  13/10/2017  Repasse (R$):  141.600,00 Contrapartida (R$):  0,00  Objeto:  INCENTIVO À ARTE DA MÚSICA VOCAL - CORAL POLIFÔNICO DE MÚSICA ERUDITA  Aditivo:  TA07 TF 12/2017  Vigência:  01/03/2022 à 30/09/2022  Tipo de convênio:  Outros  Total (R$):  117.000,00  Motivo:  Prazo/Valor  Situação:  Em andamento  Data da situação: Órgão concedente:  PREFEITURA DE CONGONHAS  Beneficiário:  ASSOCIAÇÃO CULTURAL CANTO LIVRE  CNPJ Beneficiário:  03.074.602/0001-81  Data da publicação:  30/03/2022  Repasse (R$):  117.000,00 Contrapartida (R$):  0,00  Objeto:  prorrogação do Termo de Fomento nº 012/2017 e repasse de valores",,,,,,,,,,,,"Situação:  Finalizado  Situação:  Finalizado  Data da situação:  31/12/2020  Órgão concedente:  PREFEITURA MUNICIPAL DE CONGONHAS  Beneficiário:  ASSOCIAÇÃO CULTURAL CANTO LIVRE  CNPJ Beneficiário:  03.074.602/0001-81  Data da publicação:  13/10/2017  Repasse (R$):  141.600,00 Contrapartida (R$):  0,00  Objeto:  INCENTIVO À ARTE DA MÚSICA VOCAL - CORAL POLIFÔNICO DE MÚSICA ERUDITA  Aditivo:  TA07 TF 12/2017  Vigência:  01/03/2022 à 30/09/2022  Tipo de convênio:  Outros  Total (R$):  117.000,00  Motivo:  Prazo/Valor  Situação:  Em andamento  Data da situação: Órgão concedente:  PREFEITURA DE CONGONHAS  Beneficiário:  ASSOCIAÇÃO CULTURAL CANTO LIVRE  CNPJ Beneficiário:  03.074.602/0001-81  Data da publicação:  30/03/2022  Repasse (R$):  117.000,00 Contrapartida (R$):  0,00  Objeto:  prorrogação do Termo de Fomento nº 012/2017 e repasse de valores","Situação:  Finalizado  Situação:  Finalizado  Data da situação:  31/12/2020  Órgão concedente:  PREFEITURA MUNICIPAL DE CONGONHAS  Beneficiário:  ASSOCIAÇÃO CULTURAL CANTO LIVRE  CNPJ Beneficiário:  03.074.602/0001-81  Data da publicação:  13/10/2017  Repasse (R$):  141.600,00 Contrapartida (R$):  0,00  Objeto:  INCENTIVO À ARTE DA MÚSICA VOCAL - CORAL POLIFÔNICO DE MÚSICA ERUDITA  Aditivo:  TA07 TF 12/2017  Vigência:  01/03/2022 à 30/09/2022  Tipo de convênio:  Outros  Total (R$):  117.000,00  Motivo:  Prazo/Valor  Situação:  Em andamento  Data da situação: Órgão concedente:  PREFEITURA DE CONGONHAS  Beneficiário:  ASSOCIAÇÃO CULTURAL CANTO LIVRE  CNPJ Beneficiário:  03.074.602/0001-81  Data da publicação:  30/03/2022  Repasse (R$):  117.000,00 Contrapartida (R$):  0,00  Objeto:  prorrogação do Termo de Fomento nº 012/2017 e repasse de valores",,"Situação:  Finalizado  Situação:  Finalizado  Data da situação:  31/12/2020  Órgão concedente:  PREFEITURA MUNICIPAL DE CONGONHAS  Beneficiário:  ASSOCIAÇÃO CULTURAL CANTO LIVRE  CNPJ Beneficiário:  03.074.602/0001-81  Data da publicação:  13/10/2017  Repasse (R$):  141.600,00 Contrapartida (R$):  0,00  Objeto:  INCENTIVO À ARTE DA MÚSICA VOCAL - CORAL POLIFÔNICO DE MÚSICA ERUDITA  Aditivo:  TA07 TF 12/2017  Vigência:  01/03/2022 à 30/09/2022  Tipo de convênio:  Outros  Total (R$):  117.000,00  Motivo:  Prazo/Valor  Situação:  Em andamento  Data da situação: Órgão concedente:  PREFEITURA DE CONGONHAS  Beneficiário:  ASSOCIAÇÃO CULTURAL CANTO LIVRE  CNPJ Beneficiário:  03.074.602/0001-81  Data da publicação:  30/03/2022  Repasse (R$):  117.000,00 Contrapartida (R$):  0,00  Objeto:  prorrogação do Termo de Fomento nº 012/2017 e repasse de valores",,,,,,,,
21,,,,,,,,,,TF 13/2017,,,,,,,,,,,,Outros,"32.100,00",,02/10/2017 à 30/09/2018,,,,,,,,
